oid_shvil,width,shem_mikta,direction,bitzua,ms_orech,miflas,date_created,date_import,Shape_Length,geometry
46,2.0,הטייסים גד דרומית,דו סטרי,2004.0,1367.63,,,20/08/2025 01:08:49,1367.6267421350992,"[[34.81374254049821, 32.04991234035413], [34.81372965667497, 32.05016107833281], [34.81372582005817, 32.05027159929504], [34.81373545090204, 32.0503648834008], [34.81369149472855, 32.05069976407331], [34.813630322005444, 32.05091990160617], [34.813483554408975, 32.05126654022894], [34.81328709172326, 32.05163113335075], [34.813001636198315, 32.0520890214355], [34.81273063860636, 32.05248054548162], [34.812431295580204, 32.052868969284596], [34.81203953822036, 32.05332048433163], [34.81168008001969, 32.05367853720647], [34.811132232509465, 32.05416578168053], [34.81050644055288, 32.054646748559286], [34.810385641524185, 32.05471880510718]]"
47,1.6,משה דיין גדה מערבית ,,2014.0,1277.92,כביש,,20/08/2025 01:08:49,1277.9247040113876,"[[34.799426458440394, 32.050095254861574], [34.79941660561198, 32.04985852991366], [34.7992800691318, 32.049101606958914], [34.799125578006475, 32.048301304262054], [34.798974676428216, 32.04750875015107], [34.79890756407798, 32.0470753683445]]"
48,2.5,גבעתי מנגבה עד קרייתי,דו סטרי,2014.0,419.44,,,20/08/2025 01:08:49,419.4391808723299,"[[34.79596254714324, 32.050693835899395], [34.7959138133876, 32.05071285188373], [34.795995677408115, 32.05095171542421], [34.79605037061586, 32.05175740389606], [34.79605716866548, 32.05199316235129], [34.79611066105877, 32.05283606465735], [34.796160297337835, 32.05307120082217], [34.79620118650727, 32.05349095788787], [34.79620471954734, 32.053704754344054], [34.796282985889846, 32.05374509098711], [34.79634062774624, 32.05439235902384]]"
49,2.5,שד' החייל מהגבור האלמוני עד מעפילים,דו סטרי,2004.0,896.69,,,20/08/2025 01:08:49,896.6936362001411,"[[34.799297017742454, 32.05639173030098], [34.79835936153156, 32.05641298845995], [34.798346235975494, 32.05645265229592], [34.79806908529762, 32.05645837432569], [34.79802515424937, 32.0564361756773], [34.79667563815448, 32.056471548037486], [34.79537532694207, 32.05650485541635], [34.79485199598515, 32.05654287155053], [34.79481584698031, 32.056516287176805], [34.7946656233454, 32.05651800206142]]"
50,2.5,יד לבנים ממשה דיין עד יגאל אלון,דו סטרי,2000.0,707.92,,,20/08/2025 01:08:49,707.9243815741027,"[[34.794889686792764, 32.06086820851431], [34.795912210858575, 32.06083750144967], [34.79699545932366, 32.06081290609254], [34.797745294656, 32.060819750807205], [34.79783737612155, 32.060799350096886], [34.79790669301713, 32.06082617524665], [34.798106270130766, 32.06083420982101], [34.79847595267561, 32.06084573781798], [34.79854198815646, 32.06082674113467], [34.7986077993207, 32.060860949361995], [34.799103910740826, 32.060898842785626], [34.79931549662926, 32.060964556331356], [34.80002557151315, 32.06107642554201]]"
51,1.6,יצחק שדה ממשה דיין עד נירים גדה דרומית,חד סטרי,2013.0,724.37,,,20/08/2025 01:08:49,724.3702705768555,"[[34.792436786777515, 32.06410610102035], [34.79326076415014, 32.063985790411024], [34.79379004287693, 32.06391083599725], [34.79461728279766, 32.0638323070602], [34.794652362252414, 32.063852386108664], [34.79470220917083, 32.06384755132848], [34.794737488858615, 32.0638227128265], [34.79530029535591, 32.063799569113165], [34.795610988626066, 32.06379308670924], [34.79629086725814, 32.06380775846806], [34.79658096013021, 32.063818675032365], [34.79673330150434, 32.0638316368808], [34.79682116155805, 32.06384689818478], [34.79699991520405, 32.06385245978507], [34.797363179166716, 32.06388607333416], [34.79801345956406, 32.06396553363918], [34.79842639481638, 32.06403423875948], [34.79889507730232, 32.06409064012621], [34.798937569946816, 32.064082091827494]]"
52,1.6,יצחק שדה ממשה דיין עד יגאל אלון גדה דרומית,חד סטרי,2013.0,617.02,,,20/08/2025 01:08:49,617.0156370233381,"[[34.79889149150009, 32.064341714165906], [34.79886655550037, 32.06432416670196], [34.798604113150255, 32.064274395564496], [34.79819118772163, 32.06420319309182], [34.797895381187224, 32.06415732652172], [34.79765521176014, 32.06412161162551], [34.79733884924544, 32.06408565159078], [34.79684082170918, 32.06403913293463], [34.796746937944675, 32.0640329423165], [34.79636324057065, 32.064007647869346], [34.7955924999465, 32.06399518141322], [34.79511768564779, 32.06400363185541], [34.79458999134025, 32.064036862085764], [34.7941590122424, 32.06407291017432], [34.793830594609744, 32.064109280051646], [34.79337567441251, 32.06417300501831], [34.793203369893384, 32.064200527872735], [34.79307127558392, 32.06424689314043], [34.79244056206019, 32.06437898596261]]"
53,2.5,בת ציון מעמינדב עד קלמר,דו סטרי,2013.0,228.6,,,20/08/2025 01:08:49,228.6009473343443,"[[34.796905562256754, 32.06261071742345], [34.7968588634729, 32.06307170147487], [34.79685526558398, 32.06317356337474], [34.796746937944675, 32.0640329423165], [34.79667086436207, 32.064662183324614]]"
54,1.5,ברנדיס,חד סטרי,2013.0,502.91,,,20/08/2025 01:08:49,502.9098112100757,"[[34.78720820213128, 32.09555486733378], [34.78720214313888, 32.09514917919759], [34.7871905172368, 32.09491949221627], [34.78717973206253, 32.094903404913346], [34.787184191408755, 32.094791634268006], [34.78715159707438, 32.09414100586045], [34.78712442820612, 32.09382103497094], [34.7871230432647, 32.093689910773264], [34.787099787750236, 32.09293088228311], [34.78707333930849, 32.09256905279949], [34.78706509127029, 32.092453975790754], [34.78703344882167, 32.091371748279236], [34.78703496626578, 32.09131733951103], [34.78704158827962, 32.09121101189867], [34.78706322451045, 32.09117489630612], [34.78705284291646, 32.09103027694702]]"
55,2.0,לאונרדו דה וינצ'י מקפלן עד הארבעה,דו סטרי,2013.0,316.61,,,20/08/2025 01:08:49,316.6084792720538,"[[34.784731848647795, 32.07332863417396], [34.78472212089865, 32.07162560131586], [34.78472140980638, 32.070473536762954]]"
56,1.5,יונה הנביא מאלנבי עד הירקון,,2014.0,323.86,,,20/08/2025 01:08:49,323.85863247611667,"[[34.76600660748194, 32.072737274900994], [34.76690810391199, 32.07249696538859], [34.768144730261845, 32.07215884677952], [34.769277924634565, 32.07185958871202]]"
57,1.5,שיינקין מיהודה הלוי עד המלך ג'ורג,חד סטרי,2012.0,893.94,,,20/08/2025 01:08:49,893.9424517366878,"[[34.77979903339022, 32.06781421651873], [34.7795794014137, 32.06786949331786], [34.779316988340454, 32.06791655253389], [34.778856479894145, 32.06801910060481]]"
58,2.5,משעול מנדלסון מהרצל עד גשר לבון,דו סטרי,2000.0,311.76,,,20/08/2025 01:08:49,311.75762282739186,"[[34.77227298831409, 32.046629849889726], [34.77160118637726, 32.04663231976935], [34.77125979146703, 32.046609700254386], [34.770615860520294, 32.0466361125144], [34.7699323155549, 32.046755351434044], [34.769168753994265, 32.046922007734864], [34.7690176884076, 32.046954981575794]]"
59,2.5,ג'ורג' וויז מככר 2418 עד משל ירוחם,דו סטרי,2015.0,556.61,,,20/08/2025 01:08:49,556.6147371857021,"[[34.80733916563578, 32.11031070454592], [34.807307069321354, 32.11027720182241], [34.8072932226785, 32.11024017623127], [34.807277992450636, 32.11019479577711], [34.80726978162334, 32.110150627687425], [34.80726022880007, 32.11009094469806], [34.807257601841776, 32.11004918384532], [34.80725366932139, 32.1099859383949], [34.807238578846196, 32.10991073636388], [34.80722625452912, 32.10984269415527], [34.80720567070762, 32.109773561935825], [34.80717801847304, 32.10968519051754], [34.80713359331187, 32.109587225601246], [34.80705570477571, 32.10944859342166], [34.80695556260568, 32.10926932909427], [34.80683872005726, 32.109061389622774], [34.8067274727099, 32.10885822903018], [34.806429796449805, 32.10833238326078], [34.806351785813604, 32.10822238190752], [34.80616235408527, 32.1079474004111], [34.80597570005403, 32.107679578515246], [34.805808440533895, 32.107464319279124], [34.80564669314261, 32.10727053964821], [34.80551834605431, 32.10713175663729], [34.80540393322298, 32.10701209013928], [34.80527832181139, 32.106890016553834], [34.80513588640958, 32.10676788079019], [34.80504649293964, 32.10669840501266], [34.80496550117923, 32.1066289556691], [34.80489015565858, 32.1065499832015], [34.80483443160308, 32.10647106357374], [34.804784353947746, 32.10638501058343], [34.80473997428018, 32.106275114328085], [34.80470397583965, 32.10617479440628], [34.80461865902718, 32.10594070135846]]"
60,2.5,משעול שירה מקלמר עד יד לבנים,דו סטרי,2013.0,197.03,,,20/08/2025 01:08:49,197.0327806504056,"[[34.79734948901786, 32.060769483329544], [34.79734471232481, 32.061494465409226], [34.797278951031636, 32.06157643619468], [34.797306915421444, 32.062528681690665]]"
61,2.0,רוקח מככר שטרן עד החניון,דו סטרי,2013.0,281.19,,,20/08/2025 01:08:49,281.18996221402404,"[[34.80938926547129, 32.104024099991804], [34.809154226811444, 32.103925541093], [34.80912064109518, 32.10391350566352], [34.80908158426669, 32.10386805102158], [34.80850241273624, 32.10362048751152], [34.80827853336428, 32.10353389249041], [34.807990146843856, 32.103456636091394], [34.807385580182576, 32.10324716057621], [34.80704412361012, 32.10312440292278], [34.80666612054733, 32.10302778056587]]"
62,2.5,יגור משד' החייל עד לה גוארדיה,דו סטרי,2013.0,310.41,,,20/08/2025 01:08:49,310.4137914559732,"[[34.79653636655615, 32.056484545705516], [34.796534652889214, 32.057170360645316], [34.79690887186956, 32.057193072819736], [34.79692812085262, 32.05724847763195], [34.79694716138813, 32.05735091920612], [34.796937125200444, 32.05741729485768], [34.79695646009468, 32.05745332946295], [34.79697249514557, 32.05750041843807], [34.79696584634821, 32.057533601022776], [34.79715634832061, 32.05780539085836], [34.797198465414766, 32.0578331931198], [34.797206920443095, 32.05812375938278], [34.79716428841139, 32.058212169304156], [34.79719370983911, 32.058906796319924]]"
63,2.5,צ'רצ'יל,דו סטרי,2013.0,242.58,,,20/08/2025 01:08:49,242.5820735189239,"[[34.79657731628313, 32.05647216961123], [34.79657854890589, 32.05634229757477], [34.79633969077627, 32.05618762915664], [34.79618087445229, 32.05599027476826], [34.796118443192135, 32.055854065510594], [34.79608168491321, 32.05561416075155], [34.796093191571956, 32.05443946094634]]"
64,2.5,רחוב 1247 מלוחמי גליפולי  עד יגל אלון,דו סטרי,2004.0,232.78,,,20/08/2025 01:08:49,232.77705610103,"[[34.794745207373474, 32.0624782503713], [34.792281990977465, 32.06255867763332]]"
65,2.0,לאונרדו דה וינצ'י משאול המלך עד קפלן,דו סטרי,2012.0,247.89,,,20/08/2025 01:08:49,247.89296511793515,"[[34.784731848647795, 32.07332863417396], [34.78469721911937, 32.0739817840172], [34.78451232059155, 32.075094140535825], [34.784271510002114, 32.07550389946864]]"
66,2.0,הגבורה מדם המכבים עד דרך השלום,דו סטרי,2015.0,237.7,,,20/08/2025 01:08:49,237.6998718937908,"[[34.80001232714163, 32.065809116550234], [34.80066727738809, 32.065866990235804], [34.801459017223834, 32.06591679883492], [34.80157875079748, 32.06590916252621], [34.801697174555024, 32.06589350502639], [34.80197560431572, 32.06588751775446], [34.80208051962119, 32.06588556028851], [34.80251613143914, 32.06592015526477], [34.80252014503853, 32.06592016799149]]"
67,2.2,שפע טל דרך גבעת התחמושת מהשלום למונטיפיורי,דו סטרי,2015.0,101.83,,,20/08/2025 01:08:49,101.82508064032932,"[[34.791627168977264, 32.07217283916751], [34.79166859181401, 32.07223367349662], [34.791764183781716, 32.0723267996134], [34.79180680605429, 32.07242009318567], [34.79181562867776, 32.07245065648282], [34.79182975281421, 32.072501094430905], [34.7919708603826, 32.07302838782671]]"
68,2.0,קלוזנר מקלצ'קין עד ג'ורג' וויז,דו סטרי,2015.0,799.48,,,20/08/2025 01:08:49,799.4845322273479,"[[34.8072094426795, 32.11578442374206], [34.80736199217411, 32.115790631154944]]"
69,2.49,שטרייכמן  מלוי אשכול עד בזביס זינגר,דו סטרי,2015.0,430.44,,,20/08/2025 01:08:49,430.4381958841619,"[[34.78627448493459, 32.11329880993663], [34.787335771569396, 32.1139597669645], [34.787359763158534, 32.114120841258675], [34.787506310135896, 32.11419862910958], [34.78774983578431, 32.1142070659639], [34.78871104913635, 32.11480805360296], [34.788779577034866, 32.11498837717084], [34.788823744928806, 32.11510169946297], [34.78894695320719, 32.115171072977176], [34.78904287247826, 32.11514818836134], [34.78908874564878, 32.1151215648853], [34.78915180614033, 32.11508770232982], [34.78920632778912, 32.11504650730664], [34.78929235185194, 32.114995676273494], [34.78963696138928, 32.11494505932418], [34.78980681002002, 32.11499040795913]]"
70,2.5,יצחק אלחנן ממוהליבר עד לפין,דו סטרי,2015.0,84.84,,,20/08/2025 01:08:49,84.84431342864542,"[[34.76674900805957, 32.06500114968613], [34.76735456935823, 32.06482875219552]]"
71,1.8,החשמונאים מארניה עד קרליבך,דו סטרי,2016.0,238.36,,,20/08/2025 01:08:49,238.3616962449004,"[[34.78560667259339, 32.069278655069816], [34.78520275381562, 32.06929662696742], [34.78485380546235, 32.069322357299846], [34.78439088836625, 32.069349226725336], [34.7843441554188, 32.06936433641985], [34.78423954471418, 32.06938189827196], [34.784173580286726, 32.06940537406648], [34.78407987170955, 32.06941059217673], [34.7840344391709, 32.06940649255378], [34.784003651478905, 32.06940140443782], [34.78381270545931, 32.06941602465037], [34.78349817738061, 32.06943393694248], [34.783463634509836, 32.0694523873434], [34.78322659320234, 32.069471602380375], [34.78316879232752, 32.06945495803938], [34.783125356463934, 32.06942006051977]]"
72,2.4,קרליבך מ- 454 עד ביליס מנחם,דו סטרי,2021.0,164.29,כביש,1638316800000.0,20/08/2025 01:08:49,164.28546284454893,"[[34.78324135954783, 32.06847592942567], [34.78333795834479, 32.06805954809296], [34.7833713488541, 32.06793376475302], [34.783496401085955, 32.06743123336477], [34.78347366291386, 32.06740367131223], [34.78355891487377, 32.067029916596056]]"
73,2.0,עליית הנוער - מתלם תעש,דו סטרי,2016.0,149.5,,,20/08/2025 01:08:49,149.50247906975432,"[[34.79981796438959, 32.071088603184904], [34.80030657188872, 32.072370991698165]]"
74,2.5,צ'לנוב מבגין עד שלמה,,2016.0,605.66,,,20/08/2025 01:08:49,605.6649845628576,"[[34.77591874933023, 32.06014545368973], [34.77565213373069, 32.05938170821429], [34.77541924984953, 32.058793932543786], [34.77515750226215, 32.05806020223479], [34.775157801349664, 32.05799614729209], [34.77484954860878, 32.0573936288803], [34.7744616791394, 32.05647514453417], [34.77439298243842, 32.056338956705666], [34.77422772819189, 32.05596491683772], [34.77412890901056, 32.05572007902681], [34.77377071439486, 32.055009040004535]]"
75,2.5,קלצ'קין מקלוזנר עד מניה וישראל,דו סטרי,2017.0,465.33,,1496102400000.0,20/08/2025 01:08:49,465.3295636804267,"[[34.80235030449859, 32.11814845264641], [34.80464609249034, 32.11775013232657], [34.8047839322473, 32.11771575495671], [34.805635815143035, 32.1175692530368], [34.80574076263903, 32.11757590948616], [34.80615076702123, 32.117505230987895], [34.80625890449791, 32.11746976572699], [34.806383838198094, 32.117441514227664], [34.8066251794, 32.11741124129888], [34.806723354576846, 32.11740916262997], [34.80677036434035, 32.11741372989245], [34.80690012863896, 32.117391815453274], [34.80699979977243, 32.11736825808233], [34.80710235313943, 32.117326807473304], [34.807150209422275, 32.117286379165236]]"
